yy,mm,dd,site,ph,do,bod,cod,ss,tn,tp,toc,t.coli,cd,cn,pb,cr6+,as,hg,chla,f.coli,abs,sb
2009,6,17,노량진,8.2,10.5,2.9,4,8.5,2.652,0.108,3.9,1342,,,,,,,26.4,0,,
2009,6,17,보광,7.8,10.1,5.3,5.7,11,3.908,0.26,,200000,0,0,0,0,0,0,30.8,3800,0,
2009,6,17,안양천4,7.8,7.8,6.7,8.7,7,13.866,1.338,7.2,,,,,,,,,,,
2009,6,17,암사,7.9,9.9,1.5,3.9,8.2,1.404,0.026,,6000,0,0,0,0,0,0,18.7,8,0,
2009,6,17,영등포,7.7,9.5,4.7,6.3,11,3.055,0.176,4,27000,0,0,0,0,0,0,42,80,0,
2009,6,17,잠실,7.8,9.7,1.4,3.9,8.6,1.47,0.028,,5400,0,0,0,0,0,0,23.7,42,0,
2009,6,17,중랑천1A,7.8,9.4,3.7,5.8,14.8,8.025,0.705,5.7,,,,,,,,,,,
2009,6,24,가양,7.8,8.8,5.2,7,23,4.896,0.302,,80000,,,,,,,64.6,6800,,
2009,6,25,구의,8.7,11,1.9,5.4,7.3,1.729,0.053,4.5,,,,,,,,,,,
2009,6,25,노량진,8,7.3,3.6,4.7,10.6,2.978,0.188,7.1,2409,,,,,,,36.9,,,
2009,6,25,안양천4,7.6,6,6.4,9.6,3.8,14.91,0.606,8.8,,,,,,,,,,,
2009,6,25,중랑천1A,7.3,7.7,2.5,6.6,13.3,6.096,0.522,5.9,,,,,,,,,,,
2009,7,1,가양,7.9,7.6,7.5,8.3,113,3.29,0.287,,80000,,,,,,,21.7,770,,
2009,7,3,구의,8,8.9,1.4,3.2,5.7,1.472,0.014,2.4,,,,,,,,,,,
2009,7,3,노량진,8,6.6,3.1,5.4,11.5,3.734,0.176,4.2,79000,0,0,0,0,0,0,14,7550,0,
2009,7,3,안양천4,7.5,5.5,3.2,8.4,20,6.453,0.357,5.9,,,,,,,,,,,
2009,7,3,중랑천1A,7.7,7.5,5.2,8.3,28,7.302,0.399,5.4,,,,,,,,,,,
2009,7,8,가양,8.2,8.5,5.5,7.4,27.8,4.632,0.382,,80000,,,,,,,67.4,6600,,
2009,7,9,탄천5,7.4,8.5,9.2,9.9,9.8,14.7,0.61,,350000,,,,,,,3.8,17000,,
2009,7,10,구의,7.3,9.5,2.3,9.4,127,2.345,0.204,5.1,1600,,,,,,,18.1,760,,
2009,7,10,노량진,7.4,9.6,2,12.2,192,2.074,0.2,9.2,20000,,,,,,,2.1,2550,,
2009,7,10,안양천4,7.9,6.3,7.8,11.5,99,5.283,0.252,7.6,1120000,,,,,,,2.3,210000,,
2009,7,10,중랑천1A,7.1,6.7,6.2,8,46.3,5.259,0.201,5.3,,,,,,,,,,,
2009,7,13,안양천5,7.4,5.6,8.4,9.1,29,6.696,0.25,,6500000,,,,,,,1.2,210000,,
2009,7,15,가양,7.7,11.2,2.2,15.5,427.8,2.212,0.253,5.2,210000,,,,,,,3.4,20000,,
2009,7,16,구의,7.5,10.8,1.6,7.5,127.3,2.143,0.14,4.5,,,,,,,,,,,
2009,7,16,노량진,7.4,10.8,1.6,7.7,158,2.054,0.204,4.1,22500,,,,,,,1.3,2550,,
2009,7,16,안양천4,8.2,7.4,4.6,7,59.7,4.662,0.28,4.9,,,,,,,,,,,
2009,7,16,중랑천1A,7,7.2,5.5,5.6,15.5,4.98,0.144,3.7,,,,,,,,,,,
2009,7,22,가양,7.7,9.7,1,2.8,39.3,2.717,0.118,,47000,0,0,0,0,0,0,2.1,1700,0,
2009,7,22,보광,7.9,10,0.5,3.2,30.3,2.028,0.05,,48000,,,,,,,2.1,2000,,
2009,7,22,암사,8,10.2,0.8,3,40.3,2.313,0.079,,33000,,,,,,,2.9,460,,
2009,7,22,영등포,7.8,9.8,1,3.4,28.7,2.368,0.081,1.8,65000,,,,,,,2.1,2800,,
2009,7,22,잠실,8.5,10,0.9,3.1,42.7,2.253,0.083,,30000,,,,,,,2.9,520,,
2009,7,23,구의,7.7,9.8,0.5,3.4,25.8,2.172,0.076,2.4,,,,,,,,,,,
2009,7,23,노량진,7.6,9.7,0.6,3.6,25.8,2.316,0.084,2.5,5450,,,,,,,2.6,800,,
2009,7,23,안양천4,7.6,5.5,2.4,6.9,15.8,5.766,0.3,4,,,,,,,,,,,
2009,7,23,중랑천1A,7.2,7.4,5.9,6.6,7.4,6.588,0.225,4.4,,,,,,,,,,,
2009,7,24,고덕천,,,,,,,,,,,,,,,,,,,
2009,7,24,도림천,,,,,,,,,,,,,,,,,,,
2009,7,24,목감천,,,,,,,,,,,,,,,,,,,
2009,7,24,성내천,8.2,5.1,4.5,7.6,9.2,2.84,0.322,,330000,,,,,,,7.5,19000,,
2009,7,24,성북천,8.3,13.2,1.8,3.6,2,5.592,0.086,,5700,,,,,,,11.5,910,,
2009,7,24,양재천,8.4,9.9,0.9,6.5,5.6,4.704,0.25,,14000,,,,,,,2,2500,,
2009,7,24,우이천,7.9,9.3,2,5.9,6.8,3.696,0.11,,2000,,,,,,,14.8,10,,
2009,7,24,정릉천,8.3,10.4,0.1,2.5,2,6.272,0.106,,14000,,,,,,,4.1,950,,
2009,7,24,중랑천2,8.1,10.1,1.7,7.6,13.6,7.452,0.512,,290000,,,,,,,3.6,5100,,
2009,7,24,중랑천3,9.3,16.4,3,6.4,26,7.152,0.432,,150000,,,,,,,5.4,5600,,
2009,7,24,중랑천4,8.1,8.2,8.8,6.8,5.6,7.92,0.936,,72000,,,,,,,2.9,1800,,
2009,7,24,청계천1,7.6,10.6,1.2,2.2,1.6,3.712,0.053,,9500,,,,,,,2.1,850,,
2009,7,24,청계천2,7.8,10.9,0.5,2.3,1.6,3.776,0.034,,11000,,,,,,,5.4,550,,
2009,7,24,청계천3,8.5,9.6,0.7,2.6,0.4,4.128,0.115,,12000,,,,,,,4.2,650,,
2009,7,24,홍제천,8,9.4,2.7,5.9,3.2,7.44,0.077,,23000,,,,,,,5.2,850,,
2009,7,29,가양,8.3,7.2,2.8,4.9,13.6,2.919,0.151,,67000,,,,,,,12.4,700,,
2009,7,31,구의,8.3,9.8,2.8,4.9,9.3,2.017,0.044,3,,,,,,,,,,,
2009,7,31,노량진,7.6,9.5,2.2,3.4,7.3,2.982,0.062,2.4,10182,,,,,,,17.1,2800,,
2009,7,31,안양천4,8,7.5,3.6,7.7,6.8,6.639,0.458,4.9,,,,,,,,,,,
2009,7,31,중랑천1A,7.1,5.7,35.9,23.9,297,3.825,0.294,8.3,,,,,,,,,,,
2009,8,5,가양,8.2,7.6,2.6,5,14,2.728,0.101,,7000,,,,,,,18.4,330,,
2009,8,5,탄천5,7.5,6.3,5.2,8.9,6.4,11.42,0.456,,920000,,,,,,,5.1,22000,,
2009,8,6,노량진,8.3,9.5,2.1,3.8,7,2.324,0.099,2.8,4850,,,,,,,25.3,1010,,
2009,8,6,안양천5,7.5,6.8,3.7,9.8,15.3,6.626,0.48,,22000,,,,,,,80.1,220,,
2009,8,13,가양,7.5,7.6,5.3,6.8,94,5.393,0.172,,56000,,,,,,,6.6,3800,,
2009,8,13,구의,7.5,10.7,1.2,6,51.5,1.579,0.122,3,,,,,,,,,,,
2009,8,13,노량진,7.6,12.3,1.3,6.1,53.5,1.585,0.128,2.9,114091,,,,,,,4.7,44500,,
2009,8,13,안양천4,8.6,7.6,4.4,6.3,32,3.468,0.201,3.6,,,,,,,,,,,
2009,8,13,중랑천1A,7.2,8.2,5.1,6.9,31.1,3.61,0.172,4.5,,,,,,,,,,,
2009,8,19,가양,7.8,7.6,2.8,5.5,13.6,2.578,0.104,2.1,47000,,,,,,,2.5,800,,
2009,8,20,구의,7.7,8.2,1.2,3.5,8.6,1.814,0.059,2,5850,,,,,,,14.5,591,,
2009,8,20,노량진,7.9,8.2,1.5,4.6,8.8,2.458,0.076,2.1,9318,0,0,0,0,0,0,12.2,2800,0,
2009,8,20,안양천4,7.6,6.2,11.3,13.5,82.4,6.816,0.513,4.9,605000,,,,,,,33,220000,,
2009,8,20,중랑천1A,7.3,5.3,17.9,14.6,47.3,5.29,0.272,5.9,,,,,,,,,,,
2009,8,25,고덕천,,,,,,,,,,,,,,,,,,,
2009,8,25,고덕천,,,,,,,,,,,,,,,,,,,
2009,8,25,도림천,7.7,9.3,1.2,3.4,2,4.956,0.298,,80000,,,,,,,0.8,21000,,
2009,8,25,목감천,7.7,9.3,4.9,7.9,35.6,7.764,0.6,,27000,,,,,,,17.5,3100,,
2009,8,25,성내천,8.2,6.5,2.6,5.2,16.4,2.24,0.163,,13000,,,,,,,17.6,210,,
2009,8,25,성북천,8,10.5,0.7,1.7,6.8,2.506,0.029,,11000,,,,,,,3.2,200,,
2009,8,25,암사,8,9.8,1,3.7,7.6,1.82,0.052,,18000,,,,,,,4.1,80,,
2009,8,25,양재천,8.3,8.7,1.1,4.1,6,4.64,0.206,,31000,,,,,,,4.1,2700,,
2009,8,25,우이천,8.4,9.4,2.9,3.4,13.2,3.187,0.053,,61000,,,,,,,7.4,100,,
2009,8,25,잠실,7.9,9.9,1,2.6,6.9,1.902,0.05,,45000,,,,,,,3.3,170,,
2009,8,25,정릉천,7.8,11.9,0.9,3,9.2,3.864,0.082,,35000,,,,,,,3.2,3500,,
2009,8,25,중랑천2,8.3,9.5,2.1,4.6,4.8,5.352,0.352,,80000,,,,,,,8.3,6600,,
2009,8,25,중랑천3,8.1,8.5,2.2,4.7,6,4.92,0.232,,60000,,,,,,,7.3,11000,,
2009,8,25,중랑천4,7.3,6.5,7,11.3,9.2,11.436,0.968,,90000,,,,,,,2,19000,,
2009,8,25,청계천1,8.3,10.2,0.5,1.3,0.8,1.867,0.019,,400,,,,,,,1.2,150,,
2009,8,25,청계천2,8.1,9.9,0.6,1.6,1.6,1.819,0.034,,9000,,,,,,,4.2,600,,
2009,8,25,청계천3,8.3,10.2,2.3,1.7,1.2,1.766,0.067,,18000,,,,,,,0.9,700,,
2009,8,25,홍제천,7.9,10.3,1.1,5.1,7.6,8.124,0.139,,70000,,,,,,,10,2500,,
2009,8,26,가양,7.4,7.6,2,4.3,5,2.767,0.428,,31000,0,0,0,0,0,0,5.5,500,0,
2009,8,26,보광,7.5,8.4,2.5,4.3,10.8,3.563,0.214,,260000,,,,,,,3.6,7600,,
2009,8,26,영등포,7.4,7.8,1.6,3.9,8,2.743,0.102,2.1,32000,,,,,,,5.8,560,,
2009,8,28,구의,7.7,8,1.7,4,8,1.784,0.06,2.2,,,,,,,,,,,
2009,8,28,노량진,7.5,8,1.4,3.9,6.6,2.303,0.123,2.4,67000,,,,,,,12.1,20000,,
2009,8,28,안양천4,7.8,5.4,1.8,7.2,4,6.414,0.526,4.5,,,,,,,,,,,
2009,8,28,중랑천1A,7.1,7.2,5.4,7.5,16.2,4.854,0.278,3.7,,,,,,,,,,,
2009,9,0,탄천5,7.2,7.2,8.7,9.1,6.5,12.002,0.47,,480000,0,0,0,0,0,0,3,4700,0,
2009,9,2,가양,8,8.6,2.7,5.1,12.9,2.779,0.099,,52000,,,,,,,15.1,490,,
2009,9,4,구의,8.6,10.1,6.4,3,6.3,2.074,0.018,6.3,,,,,,,,,,,
2009,9,4,노량진,7.7,10.3,1.7,3.1,5.2,2.899,0.085,3.8,4650,,,,,,,14.1,530,,
2009,9,4,안양천4,8.1,8.4,1.9,6.9,5.7,8.166,0.78,5.8,,,,,,,,,,,
2009,9,4,중랑천1A,7.4,12,2,6.6,5.9,6.034,0.504,4,,,,,,,,,,,
2009,9,7,안양천5,7.4,5.3,8.1,8.2,9.1,9.814,0.49,,34000,0,0,0,0,0,0,22.9,460,0,
2009,9,9,가양,7.6,9.2,4.5,5.3,20.2,4.049,0.137,,35000,,,,,,,25.3,310,,
2009,9,10,구의,9.1,10.5,3,5,7.1,1.601,0.029,2.9,590,0,0,0,0,0,0,15.8,150,0,
2009,9,10,노량진,7.5,7.6,2.6,5.2,12.4,2.987,0.117,3.4,2900,0,0,0,0,0,0,24.3,750,0,
2009,9,10,도림천,7.8,10.6,1.2,4.9,3.6,5.388,0.422,,210000,,,,,,,3.9,34000,,
2009,9,10,성북천,8,10.4,0.2,1.9,4.4,1.142,0.034,,1800,,,,,,,1.9,80,,
2009,9,10,안양천4,7.9,8.2,2.7,9,4.8,9.655,0.56,5.2,10000,0,0,0,0,0,0,11.8,2273,0,
2009,9,10,정릉천,8,12.9,0.4,2.3,4,3.52,0.053,,14000,,,,,,,0.1,1200,,
2009,9,10,중랑천1A,7.5,8.3,2.6,5.3,5.9,6.822,0.506,4,,,,,,,,,,,
2009,9,10,청계천1,8.2,10.5,0.1,1.6,3.2,1.157,0.024,,80,,,,,,,1.3,5,,
2009,9,10,청계천2,7.9,10.5,0.3,1.8,4.4,1.243,0.029,,14000,,,,,,,1.1,300,,
2009,9,10,홍제천,7.8,11.4,5.8,5.5,33.6,7.384,0.178,,34000,,,,,,,4.2,1100,,
2009,9,11,목감천,7.7,9.7,4.4,7.1,35.2,6.288,0.368,,95000,,,,,,,4.1,3300,,
2009,9,11,성내천,8,8.1,2.7,4.9,10,2.376,0.192,,40000,,,,,,,13.7,5200,,
2009,9,11,양재천,8.2,11.8,0.5,5,6,4.064,0.182,,55000,,,,,,,7,8200,,
2009,9,11,우이천,8.6,12.3,0.5,3.2,5.6,3.067,0.053,,49000,,,,,,,1.9,1200,,
2009,9,11,중랑천2,8,10.1,1.2,5.1,6.8,4.36,0.432,,75000,,,,,,,2.6,2400,,
2009,9,11,중랑천3,8,10.9,0.8,5,9.2,4.36,0.432,,59000,,,,,,,2.4,8100,,
2009,9,11,중랑천4,7.7,8,5.5,10.3,8.4,13.296,0.976,,1110000,,,,,,,3.8,36000,,
2009,9,11,청계천3,8.5,10,0.1,2.2,8.4,1.267,0.043,,39000,,,,,,,3.6,1500,,
2009,9,16,가양,8.3,10.5,6.1,6.9,52.5,5.047,0.149,3.4,75000,0,0,0,0,0,0,64,1000,0,
2009,9,18,구의,8.8,10.6,2.2,4.2,9,1.478,0.035,4.1,,,,,,,,,,,
2009,9,18,노량진,7.9,7.8,3,5.6,11.1,3.191,0.165,5,1959,,,,,,,55.3,317,,
2009,9,18,안양천4,8.1,6.4,2.3,7.4,4,9.477,0.91,5.6,,,,,,,,,,,
2009,9,18,중랑천1A,7.6,8.8,3.3,6.5,8,5.962,0.404,4.8,,,,,,,,,,,
2009,9,23,가양,7.7,8.4,4.2,6.2,13.4,3.821,0.467,,62000,,,,,,,28.9,2000,,
2009,9,23,보광,7.5,7.9,4.4,7.4,9.8,7.23,1.202,,160000,0,0,0,0,0,0,23.3,5700,0,
2009,9,23,암사,8.4,10.4,1,3.4,3.3,3.194,0.302,,44000,0,0,0,0,0,0,2.7,4600,0,
2009,9,23,영등포,7.6,7.7,4.2,6,14.5,4.929,0.463,2.5,40000,0,0,0,0,0,0,31.5,820,0,
2009,9,23,잠실,9,10.9,1.2,4,6.2,3.137,0.366,,4400,0,0,0,0,0,0,28.1,150,0,
2009,9,24,구의,9.4,11.4,4.6,6.2,10.9,1.548,0.04,4.8,,,,,,,,,,,
2009,9,24,노량진,7.9,6.3,5.5,7.2,15.6,4.39,0.278,5.9,25500,,,,,,,69.9,4600,,
2009,9,24,안양천4,8,6.6,2.5,7.7,9.4,7.25,0.816,5,,,,,,,,,,,
2009,9,24,중랑천1A,7.7,7.9,3.7,6.6,11,7.658,0.794,4.1,,,,,,,,,,,
2009,9,30,가양,7.5,6,3.3,6.8,15,4.438,0.355,,140000,,,,,,,9.5,3500,,
2009,9,30,구의,9.2,12.9,3.5,6.4,9.3,1.624,0.032,4.3,,,,,,,,,,,
2009,9,30,노량진,8.2,9.2,5.6,7.1,9.4,5.65,0.32,6.6,34500,,,,,,,52,364,,
2009,9,30,안양천4,8.1,6.8,3.3,9.3,10.6,8.765,0.945,6.4,,,,,,,,,,,
2009,9,30,중랑천1A,7.7,9.7,2.5,5.7,6.8,6.396,0.506,4.1,,,,,,,,,,,
2009,10,5,안양천5,7.5,8.5,2.3,8,8.8,11.908,0.826,,59000,,,,,,,8.7,1400,,
2009,10,7,가양,7.3,5.7,4.5,5.8,23.6,4.817,0.387,,72000,,,,,,,6.5,460,,
2009,10,8,구의,8.9,12.1,2.2,6.2,11.5,1.568,0.023,4.2,,,,,,,,,,,
2009,10,8,노량진,8,8.2,6.6,6.9,21.3,5.17,0.284,5.6,12818,,,,,,,77.7,192,,
2009,10,8,안양천4,8,8.4,2.4,7.3,9.4,11.47,1.16,5.8,,,,,,,,,,,
2009,10,8,중랑천1A,7.4,9.8,2.2,6.3,6,7.67,0.525,4.8,,,,,,,,,,,
2009,10,15,도림천,7.7,7.5,18.7,15.1,52.8,6.576,1.464,,1500000,,,,,,,29,240000,,
2009,10,15,정릉천,8,9.9,5.4,5.6,14.8,4.344,0.211,,680000,,,,,,,2.2,80000,,
2009,10,15,청계천1,8.1,11.9,1.3,2.5,1.2,1.181,0.014,,110,,,,,,,5.8,10,,
2009,10,15,청계천2,8.1,12.1,1.4,2.4,0.4,1.171,0.01,,5100,,,,,,,0.8,1600,,
2009,10,15,홍제천,7.9,11,11.8,7.1,36,9.012,0.163,,110000,,,,,,,3,31000,,
2009,10,16,가양,7.6,6.9,2,5.6,9.6,4.667,0.271,,120000,,,,,,,9.3,1500,,
2009,10,16,고덕천,8,14.7,3.4,4.9,3.2,1.64,0.053,,18000,,,,,,,4,1500,,
2009,10,16,구의,8.9,14.1,2.7,5.6,12.9,1.46,0.027,4.9,3150,,,,,,,55.7,560,,
2009,10,16,노량진,7.9,7.8,5.6,6.2,11,5.402,0.298,4.7,8773,0,0,0,0,0,0,45.2,3250,0,
2009,10,16,성내천,8,10.7,3.8,5.8,7.2,2.664,0.178,,25000,,,,,,,15.5,5500,,
2009,10,16,안양천4,8,7.6,2.6,8.2,9.8,11.63,0.99,5.6,29500,,,,,,,7.7,5900,,
2009,10,16,양재천,7.7,11.8,2.2,4.8,2.8,4.64,0.149,,65000,,,,,,,2.5,16000,,
2009,10,16,우이천,8.9,12.1,21.6,14.2,62.4,1.932,0.36,,110000,,,,,,,27.1,18000,,
2009,10,16,중랑천1A,7.7,10.1,3.9,5.7,7,11.952,0.936,5.6,,,,,,,,,,,
2009,10,16,중랑천2,8.1,11.8,4.9,6.4,12.4,7.152,0.672,,250000,,,,,,,7.2,42000,,
2009,10,16,중랑천3,8.2,11.8,3,5.7,4.8,5.144,0.328,,38000,,,,,,,4.9,2500,,
2009,10,16,중랑천4,7.8,8.6,10.6,11.4,10,14.496,2.136,,150000,,,,,,,3.7,21000,,
2009,10,16,청계천3,8.7,10.8,2.1,4.1,2,1.301,0.029,,64000,,,,,,,1.5,8000,,
2009,10,21,가양,7.4,7.4,3.4,6.5,31,5.064,0.293,2.9,69000,0,0,0,0,0,0,8.8,680,0,
2009,10,21,보광,7.5,8,3.7,6.9,15,5.192,0.314,,330000,,,,,,,29,2000,,
2009,10,21,암사,8.7,10.6,1.4,5.3,13.8,1.491,0.075,,7100,,,,,,,42.4,60,,
2009,10,21,영등포,7.4,7.4,3.8,7.5,14.4,5.149,0.354,3.1,43000,,,,,,,27,230,,
2009,10,21,잠실,8.9,10.8,1.1,4.7,7.8,1.208,0.069,,10000,,,,,,,25.3,310,,
2009,10,22,구의,8.6,12.2,2.4,4.6,11,1.498,0.027,4.2,,,,,,,,,,,
2009,10,22,노량진,7.9,8,5.4,6.2,12,4.968,0.212,4.7,6050,,,,,,,48.6,530,,
2009,10,22,안양천4,7.7,7.2,2.2,6.4,5,13.065,0.94,5.5,,,,,,,,,,,
2009,10,22,중랑천1A,7.5,9,4,6.2,9.4,9.231,0.651,8.7,,,,,,,,,,,
2009,10,28,가양,7.8,12.5,3.6,5.6,8.3,4.746,0.213,,110000,,,,,,,9.4,700,,
2009,10,28,구의,8.2,13,2.2,5.2,11,1.684,0.04,3.2,,,,,,,,,,,
2009,10,28,노량진,8,8.9,4.9,5.7,9.7,5.337,0.273,4.6,3700,,,,,,,54.2,430,,
2009,10,28,안양천4,7.9,8.3,2.9,8.7,18.8,13.285,1.04,6,,,,,,,,,,,
2009,10,28,중랑천1A,7.8,9.7,2.3,6.5,7.1,9.915,0.696,5,,,,,,,,,,,
2009,10,28,탄천5,7.4,9.6,7.8,9,10.2,16.37,0.648,,240000,,,,,,,2.5,1300,,
2009,11,4,가양,7.3,11.5,3.6,5.6,17.6,5.394,0.306,,38000,,,,,,,35.9,440,,
2009,11,5,안양천5,7.1,8.2,4.1,7.8,24.7,11.464,0.784,,550000,,,,,,,7.8,9500,,
2009,11,6,구의,8.2,11.1,3.3,4.7,7.5,2.153,0.04,3.1,,,,,,,,,,,
2009,11,6,노량진,7.8,9.8,5.2,6.4,8.2,9.546,0.453,4.6,5350,,,,,,,42.7,790,,
2009,11,6,안양천4,7.8,8,3,9.3,6.3,19.46,1.09,5.7,,,,,,,,,,,
2009,11,6,중랑천1A,7.6,10.6,2,6.5,8.9,8.375,0.561,5,,,,,,,,,,,
2009,11,9,탄천5,7.6,7.6,7.3,8.3,19.6,9.812,0.336,,110000,,,,,,,3,2300,,
2009,11,11,가양,7.8,9.5,2.7,5.2,34.4,5.466,0.275,,45000,,,,,,,23.1,600,,
2009,11,13,구의,8,10.3,1.3,4.3,6.3,1.811,0.034,2.5,20000,,,,,,,17.9,1607,,
2009,11,13,노량진,7.6,9.5,3.2,5,6,6.213,0.3,3.8,7000,0,0,0,0,0,0,19,740,0,
2009,11,13,안양천4,7.4,7.2,4.9,8.3,17.3,13.62,0.925,6.2,10545,,,,,,,4.5,2200,,
2009,11,13,중랑천1A,7.2,9.2,2.3,5.8,9.3,8.265,0.835,4.3,,,,,,,,,,,
2009,11,18,가양,7.9,12.7,3.1,5.4,9.5,4.854,0.261,2.8,5700,0,0,0,0,0,0,23.4,110,0,
2009,11,18,보광,7.8,12.1,3.4,6.3,6,8.141,0.684,,87000,,,,,,,10.9,2100,,
2009,11,18,암사,8.2,11.3,1.1,4,5.2,2.141,0.03,,2200,,,,,,,8.8,13,,
2009,11,18,영등포,8,12.8,2.9,5.1,7.4,4.794,0.244,2.6,8300,,,,,,,17,47,,
2009,11,18,잠실,8.2,11.3,1.1,4.3,6.8,2.53,0.044,,27000,,,,,,,24.9,180,,
2009,11,19,구의,8.2,12.4,1.6,4.4,6.4,2.273,0.043,2.6,,,,,,,,,,,
2009,11,19,노량진,7.7,11.8,3.4,6,7.4,8.559,0.324,3.8,2650,,,,,,,42.3,285,,
2009,11,19,성북천,8.1,16.3,2.1,2.4,10.8,2.056,0.038,,6500,,,,,,,0.3,150,,
2009,11,19,안양천4,7.4,9.1,5.4,8.3,6.8,15.705,1.01,6.5,,,,,,,,,,,
2009,11,19,중랑천1A,7.3,12.6,1.7,4.9,7.3,11.514,0.357,3.9,,,,,,,,,,,
2009,11,19,청계천1,8,16.1,1.3,2.3,3.2,2.261,0.019,,30,,,,,,,0.1,0,,
2009,11,19,청계천2,8,16.7,1.5,2.3,2.4,2.026,0.019,,2300,,,,,,,0.1,45,,
2009,11,19,홍제천,7.9,16.3,9.6,5.2,14,14.88,0.13,,21000,,,,,,,0.5,1200,,
2009,11,20,고덕천,7.9,17.9,0.8,2.3,1.2,13.224,0.086,,6300,,,,,,,1.3,96,,
2009,11,20,양재천,7.5,16.8,0.5,4.8,2.8,7.496,0.125,,12000,,,,,,,2,440,,
2009,11,20,우이천,8,18.4,1,2.1,5.6,4.064,0.048,,850,,,,,,,2.4,9,,
2009,11,20,중랑천2,7.9,16.2,0.8,5,6,9.192,0.36,,16000,,,,,,,2.1,1400,,
2009,11,20,중랑천3,7.9,17.1,1,4.4,6,7.848,0.312,,8000,,,,,,,0.7,430,,
2009,11,20,중랑천4,7.7,13.8,11.9,9.6,9.6,15.672,1.632,,110000,,,,,,,1.2,19000,,
2009,11,20,청계천3,8.3,18.6,0.9,2,1.6,2.15,0.043,,4300,,,,,,,0,220,,
2009,11,25,가양,8,14,4.3,7.2,16.5,5.361,0.257,,5800,,,,,,,22.6,53,,
2009,11,25,구의,8,10.8,1.3,4.4,8.7,2.093,0.052,2.9,,,,,,,,,,,
2009,11,25,노량진,7.6,11.4,4.8,5.9,7.8,5.826,0.326,3.7,7600,,,,,,,62.9,1373,,
2009,11,25,안양천4,7.5,9.4,9.3,10.2,8.4,13.05,0.795,6.3,,,,,,,,,,,
2009,11,25,중랑천1A,7.3,10.3,1.9,6.2,7.7,12.27,0.645,4,,,,,,,,,,,
2009,12,2,가양,7.9,11.3,3.1,6,11.2,5.227,0.235,,1400,,,,,,,65.4,18,,
2009,12,3,노량진,7.7,11.3,5.7,5.6,8.9,5.508,0.344,3.4,4500,,,,,,,37.8,547,,
2009,12,7,탄천5,7.6,10,15.4,7.8,8.2,14.488,1.386,,53000,0,0,0,0,0,0,1.9,870,0.1,
2009,12,8,노량진,7.7,11.9,3.4,5.3,6.5,6.234,0.318,2.7,46000,,,,,,,19.4,3230,,
2009,12,9,가양,7.9,12.4,4.3,6.2,13,4.277,0.231,,3000,,,,,,,56.7,34,,
2009,12,10,안양천5,7.5,9.6,10.1,9,18.5,14.932,0.61,,81000,0,0,0,0,0,0,12.3,2400,0,
2009,12,16,가양,8,15.9,2.9,5.5,13,4.698,0.275,3,4500,0,0,0,0,0,0,21.5,38,0,
2009,12,17,구의,8.1,13.8,1.3,3.5,5.5,2.5,0.048,2.5,13682,0,0,0,0,0,0,11.8,1525,0,
2009,12,17,노량진,7.7,12.5,2.9,4.3,4.7,5.468,0.302,3.4,10091,0,0,0,0,0,0,15.1,560,0,
2009,12,17,목감천,7.7,11.9,3.8,8.4,86.8,11.64,0.8,,73000,0,0,0,0,0,0,1.6,4000,0.1,
2009,12,17,성북천,7.9,11,0.7,2.6,4,2.592,0.029,,200,0,0,0,0,0,0,0,30,0,
2009,12,17,안양천4,7.6,11.3,6.9,11.2,13.6,17.62,0.775,7.7,10091,0,0,0,0,0,0,5.8,610,0,
2009,12,17,중랑천1A,7.2,12.4,2.1,6,5.3,12.67,0.395,5.1,,,,,,,,,,,
2009,12,17,청계천1,8.1,11.8,0.4,2.4,2.8,2.563,0.034,,2800,0,0,0,0,0,0,0.1,150,0,
2009,12,17,청계천2,7.9,11.2,0.5,2.6,2,2.602,0.029,,3500,0,0,0,0,0,0,0,310,0,
2009,12,17,홍제천,8,11.6,8.4,5.3,20.8,18.888,0.134,,700,0,0,0,0,0,0,2.2,100,0,
2009,12,18,고덕천,7.6,12.6,1.2,1.5,2.8,14.76,0.053,,11000,0,0,0,0,0,0,0.5,10,0,
2009,12,18,양재천,7.4,12.3,1.5,5.6,4.4,8.748,0.398,,20000,0,0,0,0,0,0,1,1000,0,
2009,12,18,우이천,7.8,12.5,0.9,2.8,2.4,5.312,0.029,,2200,0,0,0,0,0,0,1.7,120,0,
2009,12,18,중랑천2,7.6,11.8,2.5,6.7,11.6,11.064,0.44,,2200,0,0,0,0,0,0,4.8,270,0,
2009,12,18,중랑천3,7.7,12,1.4,5.5,10.4,9.672,0.304,,8400,0,0,0,0,0,0,1,820,0,
2009,12,18,중랑천4,7.6,11.2,16.3,10.4,8.4,17.808,1.96,,130000,0,0,0,0,0,0,1.6,7500,0,
2009,12,18,청계천3,8.1,11.9,1.4,2.3,1.6,2.789,0.029,,810,0,0,0,0,0,0,0,20,0,
2009,12,23,가양,7.6,12.8,2.1,5.7,5.7,4.772,0.242,,8200,,,,,,,19.6,38,,
2009,12,23,보광,7.5,13.1,4.4,5,4,4.858,0.19,,38000,0,0,0,0,0,0,6.4,1500,0,
2009,12,23,암사,8.1,15.3,0.9,3.7,3.5,2.268,0.014,,2700,0,0,0,0,0,0,5.4,76,0,
2009,12,23,영등포,7.7,13.9,2.9,5.4,5,5.646,0.297,2.5,22000,0,0,0,0,0,0,14.9,140,0,
