region,site,date,ph,do,bod,cod,ss,tn,tp,temp,ec,t.coli,nh3,no3,po4,f.coli,landuse
광주_황룡강합류전,광주천2,2010-12-10,7.8,13,5.4,8,4.4,10.063,0.281,13,784,3400,0.522,7.403,0.038,420,Agriculture
광주_황룡강합류전,광주천2,2011-01-13,7.6,13.8,2.2,8.7,3.2,15.023,0.674,5,563,800,0.511,7.552,0.108,90,Agriculture
광주_황룡강합류전,풍영정천,2011-01-13,7.6,10.4,3.1,4.1,4.4,4.145,0.085,4,265,4900,1.352,1.493,0,340,Agriculture
광주_황룡강합류전,풍영정천,2011-02-08,7.8,13.8,4.3,4.2,6,4.27,0.088,6,269,24000,0.884,1.754,0,2700,Agriculture
광주_황룡강합류전,광주천2,2011-02-09,19,10.3,4,9.7,5.6,14.384,0.307,7,473,540,0.787,5.13,0.039,20,Agriculture
광주_황룡강합류전,풍영정천,2011-03-09,7.2,11.2,3.7,3.8,8.5,4.39,0.115,9,229,3300,0.418,1.688,0,490,Agriculture
광주_황룡강합류전,광주천2,2011-03-23,7.8,9.9,3.6,5.8,2,0.958,0.082,12,421,18000,0.574,0.499,0.062,800,Agriculture
광주_황룡강합류전,풍영정천,2011-04-06,8.5,15.1,5.7,6,5.5,3.122,0.126,18,327,1700,0.976,0.742,0,220,Agriculture
광주_황룡강합류전,광주천2,2011-04-27,7.3,2.9,9.5,11.4,14.4,1.472,0.154,19,436,21000,1.275,0.174,0.148,11000,Agriculture
광주_황룡강합류전,풍영정천,2011-05-04,8.2,14.1,4.5,6.5,7,2.48,0.088,23,294,17000,0.242,1.042,0,1100,Agriculture
광주_황룡강합류전,광주천2,2011-05-20,9.5,10,6.6,8.7,13.6,6.187,0.438,26,458,13000,0.28,5.166,0.384,4200,Agriculture
광주_황룡강합류전,풍영정천,2011-06-02,7.4,10.1,6.3,8.4,27,3.193,0.173,25,393,7900,0.135,1.074,0.036,490,Agriculture
광주_황룡강합류전,광주천2,2011-06-28,7.6,3.8,2.6,6.8,8,5.444,0.941,26,211,4400,2.46,2.204,0.804,1900,Agriculture
광주_황룡강합류전,풍영정천,2011-07-19,8.4,10.9,3.1,5.6,4,2.053,0.088,33,418,22000,0.058,0.547,0.032,790,Agriculture
광주_황룡강합류전,광주천2,2011-07-25,7.4,4.5,12.3,9.7,26,6.752,0.424,28,221,21000,0.087,2.529,0.027,5000,Agriculture
광주_황룡강합류전,풍영정천,2011-08-17,7.3,10.4,1.5,3.1,2.5,2.245,0.065,27,253,28000,0.334,0.675,0,6300,Agriculture
광주_황룡강합류전,광주천2,2011-08-18,7.3,5.3,6.6,7.6,10.8,5.562,0.341,29,282,61000,1.964,2.488,0.257,47000,Agriculture
광주_황룡강합류전,풍영정천,2011-09-15,7.9,11.3,1.7,3.2,5.5,1.62,0.102,29,357,42000,0.128,0.452,0,4500,Agriculture
광주_황룡강합류전,광주천2,2011-09-27,8.1,8.1,2.2,6.5,6.8,6.465,0.394,24,424,110,0.858,5.13,0.346,40,Agriculture
광주_황룡강합류전,광주천2,2011-10-12,8.1,9.2,4.2,7.6,16,8.855,0.728,21,455,12000,2.267,0.026,0.563,1000,Agriculture
광주_황룡강합류전,풍영정천,2011-11-15,7.6,12.7,2.9,4.5,3.5,2.716,0.144,14,275,52000,0.718,0.646,0.04,1800,Agriculture
광주_황룡강합류전,광주천2,2011-11-28,7.4,9.6,3.3,8.7,8.4,0.791,0.027,14.5,539,32000,0.164,0.287,0.006,1600,Agriculture
광주_황룡강합류전,풍영정천,2011-12-07,6.8,11.7,2.4,3.6,3,2.518,0.115,9,234,40000,0.466,1.146,0,1100,Agriculture
광주_황룡강합류전,광주천2,2011-12-15,7.6,13.6,2.4,8.1,4.4,8.859,0.781,7.9,588,11000,1.514,6.575,0.704,1100,Agriculture
광주_황룡강합류전,풍영정천,2012-01-09,7.4,11.9,6.4,4.4,5.5,2.762,0.11,6,223,21000,0.852,1.412,0,950,Agriculture
광주_황룡강합류전,광주천2,2012-01-12,6.5,13.4,4,8.2,2.4,13.701,1.389,3.5,522,2800,3.866,7.008,1.116,160,Agriculture
광주_황룡강합류전,풍영정천,2012-02-03,7.1,11.9,5,3.8,2.5,2.565,0.142,2,450,450,0.343,0.951,0.002,33,Agriculture
광주_황룡강합류전,광주천2,2012-02-10,8.2,15.7,4.3,9.8,6,11.308,0.596,5.5,571,1500,4.083,4.536,0.504,200,Agriculture
