region,site,date,ph,do,bod,cod,ss,tn,tp,temp,ec,t.coli,nh3,no3,po4,f.coli,landuse
광주_광주천,광주천1,2010-05-11,7,8.4,3,9,11.6,10.138,1.687,20,464,2300,0.112,9.268,0.436,1100,Urban
광주_광주천,광주천1,2010-06-16,7.3,7.3,7.5,8.9,4,10.407,0.146,25,981,2800,0.122,2.733,0.004,930,Urban
광주_광주천,광주천1,2010-07-21,8.3,5.9,0.9,4.3,2.4,6.444,0.244,28,394,2800,0.003,3.444,0.07,150,Urban
광주_광주천,광주천1,2010-08-23,8.4,7.4,4.4,5.7,0.4,5.92,0.115,30,360,21000,0.227,0.083,0.001,810,Urban
광주_광주천,광주천1,2010-09-14,8.1,7.8,0.9,2.9,3.6,3.577,0.067,25,149,14000,0.24,2.035,0.034,1300,Urban
광주_광주천,광주천1,2010-10-21,7.4,6.9,7.3,8.8,1.6,10.47,0.517,22,912,7500,0.707,5.556,0.17,1300,Urban
광주_광주천,광주천1,2010-11-08,7.3,6.5,4.9,6.9,3.6,9.83,0.767,19,548,5400,0.091,7.337,0.279,0,Urban
광주_광주천,광주천1,2010-12-10,7.5,12.1,5.8,7.1,2.8,13.737,0.662,14,847,2100,0.45,6.674,0.117,230,Urban
광주_광주천,광주천1,2011-01-13,7.2,10,15.4,8.8,4.4,17.534,0.989,11,636,12000,0.761,10.883,0.116,4000,Urban
광주_광주천,광주천1,2011-02-09,8.9,8.8,15.1,11.2,2,17.112,0.243,10,609,7400,0.68,2.63,0.068,620,Urban
광주_광주천,광주천1,2011-03-23,7.6,10.9,10.1,7,2.4,0.937,0.019,14,413,1500,0.684,0.44,0.103,90,Urban
광주_광주천,광주천1,2011-04-27,7.6,8.3,6.7,9.1,2.4,1.32,0.096,18,354,11000,1.096,0.17,0.086,4000,Urban
광주_광주천,광주천1,2011-05-20,7.7,7,4.8,8.1,6,7.138,0.371,23,484,7600,1.358,4.731,0.311,1600,Urban
광주_광주천,광주천1,2011-06-28,7.9,6.8,1.5,7.8,6.8,7.594,2.146,25,326,17000,4.059,2.228,1.804,8200,Urban
광주_광주천,광주천1,2011-07-25,8.3,8.3,1.6,4.5,10.4,2.589,0.085,26,129,23000,0.186,0.486,0,2400,Urban
광주_광주천,광주천1,2011-08-18,7.7,8,3.8,7,0.8,8.307,0.244,26,384,78000,4.997,2.129,0.208,48000,Urban
광주_광주천,광주천1,2011-09-27,7.1,6.6,14.9,8.4,2,9.969,0.335,24,499,330,0.747,5.919,0.283,180,Urban
광주_광주천,광주천1,2011-10-12,7.2,6.5,2.9,12.8,1.6,7.387,0.429,22,544,710,1.153,0.033,0.415,170,Urban
광주_광주천,광주천1,2011-11-28,7.2,9.4,2.6,9.4,3.6,0.884,0.022,18.3,617,13000,0.27,0.158,0.011,1400,Urban
광주_광주천,광주천1,2011-12-15,7,9.6,1.4,10,2.4,11.795,0.674,14.5,681,20000,5.249,5.051,0.584,5000,Urban
광주_광주천,광주천1,2012-01-12,6.5,10.3,3.2,9.3,2,15.955,2.287,11.4,582,23000,7.126,4.825,1.692,5800,Urban
광주_광주천,광주천1,2012-02-10,7.3,11,2.3,9.9,2,15.173,0.697,10.6,793,6200,8.423,3.749,0.657,4800,Urban
광주_광주천,광주천1,2012-03-13,7.1,10.6,2.5,10.8,4,11.251,0.563,13.3,709,17000,4.72,3.973,0.497,2500,Urban
광주_광주천,광주천1,2012-04-05,8.2,13.2,0.8,3.2,6.8,2.923,0.025,10.3,135,320,0.032,2.3,0.011,100,Urban
광주_광주천,광주천1,2012-05-11,7.5,10.1,1.4,6.2,3.6,3.105,0.049,16.2,113,250,0.07,1.807,0.018,200,Urban
광주_광주천,광주천1,2012-06-15,7.3,7.8,8.8,6.1,2.8,10.271,0.517,22.2,177,320,3.012,2.228,0.296,40,Urban
광주_광주천,광주천1,2012-07-04,7.3,7,15.5,9.4,3.6,15.355,1.502,25.3,385,2100,5.294,6.309,1.092,320,Urban
광주_광주천,광주천1,2012-08-17,7.5,7.7,1.6,5.4,5.6,6.013,0.186,28.6,346,6000,0.045,4.99,0.094,680,Urban
광주_광주천,광주천1,2012-09-14,7.1,9,0.4,3.2,2,4.723,0.07,22.4,337,4200,0.065,3.323,0.061,260,Urban
광주_광주천,광주천1,2012-10-17,7.6,9.5,2.5,5.5,3.2,5.346,0.04,20.5,304,1200,0.379,4.476,0.004,40,Urban
광주_광주천,광주천1,2012-11-26,7.3,10.4,3.4,4.4,2,5.096,0.032,13.4,306,1600,1.172,3.278,0.009,900,Urban
광주_광주천,광주천1,2012-12-12,7.3,12.2,2.9,6.3,4,10.726,0.128,11.9,592,1200,3.299,2.809,0.038,120,Urban
광주_광주천,광주천1,2013-01-11,6.7,13.1,2.6,7.2,2.4,13.515,0.09,8.3,959,2800,6.011,6.116,0.058,1170,Urban
광주_광주천,광주천1,2013-02-08,8,13.3,1.1,4.7,1.6,8.491,0.179,7.4,412,2800,3.292,4.319,0.126,1100,Urban
광주_광주천,광주천1,2013-03-12,7.8,12,8.8,6.8,5.2,8.568,0.09,13.5,347,2800,6.091,2.107,0.013,500,Urban
광주_광주천,광주천1,2013-04-09,7.3,10.4,6.2,6.7,20.4,10.153,0.159,14.4,320,3500,5.142,3.005,0.039,800,Urban
광주_광주천,광주천1,2013-05-14,7.4,10.2,8.8,5.9,5.2,7.703,0.082,19.8,320,2300,0.036,6.611,0.052,850,Urban
광주_광주천,광주천1,2013-06-13,7.4,9.5,7.3,6.4,8,8.364,0.025,22.9,319,5400,0.955,7.157,0.01,4000,Urban
광주_광주천,광주천1,2013-07-02,7.1,7.9,6.2,6.6,5,7.977,0.064,24.6,364,8800,3.285,3.021,0,780,Urban
광주_광주천,광주천1,2013-08-09,7.4,7,4.8,5,5.5,2.786,0.079,25.7,194,6800,0.327,1.838,0,1100,Urban
광주_광주천,광주천1,2013-09-03,7.1,8.6,2.5,3.4,1,4.449,0.08,20.9,224,4300,0.121,4.051,0.017,300,Urban
광주_광주천,광주천1,2013-10-04,7.3,8.7,2.8,4,4.5,5.802,0.101,21.1,296,7100,0.512,2.547,0,620,Urban
광주_광주천,광주천1,2013-11-05,7.3,8.6,5.2,6.4,3.5,6.78,0.048,18.2,304,4500,2.218,4.016,0,460,Urban
광주_광주천,광주천1,2013-12-03,7.3,11.5,4.4,5.4,1.5,8.148,0.065,12.9,399,1500,2.928,3.545,0,170,Urban
광주_광주천,광주천1,2014-01-07,8,10.9,4.5,5.8,3.5,15.154,0.071,5.6,386,870,5.641,6.515,0,100,Urban
광주_광주천,광주천1,2014-02-05,7.1,10.8,6.4,6.8,4,14.482,0.082,3.3,399,1100,5.483,3.565,0,220,Urban
광주_광주천,광주천1,2014-03-04,7.2,10.9,6.4,7,4,7.501,0.089,11.3,266,28000,3.042,3.4,0,2000,Urban
광주_광주천,광주천1,2014-04-02,7.3,11,3.5,5.4,3.5,5.813,0.088,13.4,257,3800,3.889,1.764,0,260,Urban
광주_광주천,광주천1,2014-05-02,7.3,9.4,5.8,6,6.5,5.937,0.064,17.2,293,5600,1.214,3.47,0,330,Urban
광주_광주천,광주천1,2014-06-05,7.5,7.8,2,6,7.5,4.173,0.042,20.7,286,7500,0.029,3.636,0,690,Urban
광주_광주천,광주천1,2014-07-02,7.6,6.9,6,7,4,8.354,0.056,23.6,360,22000,2.406,3.362,0,730,Urban
광주_광주천,광주천1,2014-08-04,7.6,6.2,5.2,7.6,6.5,7.392,0.062,26,464,4800,1.517,5.28,0,260,Urban
광주_광주천,광주천1,2014-09-02,7.5,7.1,1.5,5.8,1.5,4.596,0.053,22.5,233,15000,0.007,3.86,0.022,2100,Urban
광주_광주천,광주천1,2014-10-02,7.6,7.5,1.3,4.6,4,5.129,0.079,23,275,6200,0.017,4.97,0.036,410,Urban
광주_광주천,광주천1,2014-11-04,7.2,7.4,1.6,5.8,5,6.333,0.061,17.8,277,8000,0.499,5.37,0,460,Urban
광주_광주천,광주천1,2014-12-03,8,7.6,1.5,5,2.5,5.686,0.033,11.6,280,7200,0.017,4.55,0.032,350,Urban
광주_광주천,광주천1,2015-01-07,8.3,12.4,1.3,3.6,1.5,1.868,0.005,3.5,100,8500,0.054,1.61,0,54,Urban
광주_광주천,광주천1,2015-02-03,8.5,16.5,1.1,3.6,2,2.547,0.024,5,123,6200,0.075,2.01,0,46,Urban
광주_광주천,광주천1,2015-03-03,8.2,15.9,1.4,4.6,5,1.118,0.012,5.7,74,8900,0.035,0.99,0,160,Urban
광주_광주천,광주천1,2015-04-02,7.8,11.4,1.3,4.2,5.5,1.659,0.034,14.1,177,22000,0.144,1.38,0,3000,Urban
광주_광주천,광주천1,2015-05-06,7.8,12.7,1.7,4.4,9,1.519,0.024,12.8,102,4200,0.04,1.25,0,150,Urban
광주_광주천,광주천1,2015-06-02,7.8,11.1,0.9,3.6,7.5,1.444,0.015,16.8,112,23000,0.444,1.26,0,450,Urban
광주_광주천,광주천1,2015-07-02,7.5,9.1,1,4.2,1,1.252,0.027,19,114,14000,0.059,1.11,0.009,910,Urban
광주_광주천,광주천1,2015-08-04,7.9,8.8,0.5,4.4,7.5,1.414,0.025,24.2,120,2700,0.076,1.027,0.019,440,Urban
광주_광주천,광주천1,2015-09-01,8.1,9.4,1.3,3.6,8,1.414,0.008,22.7,119,10000,0.037,1.144,0,1200,Urban
광주_광주천,광주천1,2015-10-05,7.9,8.7,1,4.6,2,5.006,0.073,23.3,275,12000,0.031,3.247,0.066,890,Urban
광주_광주천,광주천1,2015-11-04,7.8,13.2,1.3,4.8,1.5,5.205,0.065,11.5,255,25000,0.096,4.387,0,2200,Urban
광주_광주천,광주천1,2015-12-02,8,15.3,0.8,3.6,0.5,3.306,0.043,8.6,164,21000,0.13,2.647,0,800,Urban
광주_광주천,광주천1,2016-01-05,6.2,16.2,1.2,5.2,3,5.505,0.033,4,340,1000,0.045,5.113,0,180,Urban
광주_광주천,광주천1,2016-02-02,7.4,15.2,1.5,4.6,0.5,3.268,0.017,2.9,258,5300,0.056,2.77,0.039,150,Urban
광주_광주천,광주천1,2016-03-10,7.1,12.4,1.7,3.8,3,3.038,0.025,5.1,255,21000,0.038,2.065,0.037,420,Urban
광주_광주천,광주천1,2016-04-11,8.3,10.1,1.1,4,2,2.083,0.041,14.6,252,20000,0.044,1.655,0.044,550,Urban
광주_광주천,광주천1,2016-05-02,7.4,11.2,1,4.4,54.5,1.56,0.043,15.2,151,46000,0.041,1.268,0.041,410,Urban
광주_광주천,광주천1,2016-06-01,6.9,10.1,0.9,5.1,3.5,1.349,0.02,15.2,166,15000,0.007,2.212,0,210,Urban
광주_광주천,광주천1,2016-07-06,7.9,8.8,0.8,3.6,9.5,1.617,0.04,20.1,158,37000,0.002,1.212,0.024,530,Urban
광주_광주천,광주천1,2016-08-03,8.1,8.7,0.8,3.6,4,1.326,0.027,22,162,22000,0.008,1.056,0,880,Urban
광주_광주천,광주천1,2016-09-02,7.6,8,0.9,4,3.5,1.063,0.03,23.4,166,15000,0.067,0.912,0.019,120,Urban
광주_광주천,광주천1,2016-10-07,7.6,10.7,1,2.2,4,1.763,0.041,18.7,146,42000,0.015,1.497,0.038,1000,Urban
광주_광주천,광주천1,2016-11-02,8.3,10.7,1,2,2,1.395,0.028,14.6,140,14000,0.028,1.029,0,2100,Urban
광주_광주천,광주천1,2016-12-02,8.2,14.8,1.8,4,1.5,5.702,0.048,7.1,532,6600,0.206,4.732,0,530,Urban
광주_광주천,광주천1,2017-01-04,7.3,14.7,2,3.2,1,1.927,0.044,4.9,210,42000,0.221,2.13,0.028,6300,Urban
광주_광주천,광주천1,2017-02-02,6.9,14.3,2.4,4,1.5,7.068,0.037,1,383,13000,0.354,5.198,0,3800,Urban
광주_광주천,광주천1,2017-03-03,7.3,13.3,2,3.2,1.5,1.31,0.01,5.7,144,7000,0.04,1.068,0,330,Urban
광주_광주천,광주천1,2017-04-04,7.5,14.9,1.2,4,2,1.235,0.016,9.6,325,3100,0.062,1.165,0,910,Urban
광주_광주천,광주천1,2017-05-01,8,11.3,1.2,3.8,4,0.976,0.026,16,258,22000,0.033,1.123,0,920,Urban
광주_광주천,광주천1,2017-06-02,7.2,8.3,1.2,3.8,1.5,0.816,0.02,15.4,238,2900,0.028,0.43,0,210,Urban
광주_광주천,광주천1,2017-07-05,7.8,7.3,1.2,4.6,1,2.978,0.085,24.4,374,240000,0.272,2.647,0,11000,Urban
광주_광주천,광주천1,2017-08-03,7.9,6,0.5,4.2,5.5,3.219,0.086,26.9,621,78000,0.052,3.085,0.14,2300,Urban
광주_광주천,광주천1,2017-09-12,6.7,8.9,0.8,4.2,10.5,2.491,0.066,20.9,326,320000,0.048,1.949,0.091,3900,Urban
광주_광주천,광주천1,2017-10-10,7.6,10.7,1,3.8,2.5,1.603,0.069,20.8,178,59000,0.011,1.639,0.088,3100,Urban
광주_광주천,광주천1,2017-11-01,7.8,10.7,1.1,4.8,1.5,3.877,0.094,12.3,373,3200,0.077,3.684,0.063,770,Urban
광주_광주천,광주천1,2017-12-04,7.8,14.7,1.2,4,4.5,1.012,0.032,7.3,261,4600,0.162,0.81,0.027,130,Urban
광주_광주천,광주천1,2018-01-08,7.4,15.4,1.5,4.6,4,2.32,0.066,4.9,385,31000,0.304,2.141,0.014,400,Urban
광주_광주천,광주천1,2018-02-07,7.9,14.2,1.5,4.4,2,2.845,0.037,1.5,354,5300,0.151,2.467,0.033,650,Urban
광주_광주천,광주천1,2018-03-09,7.2,12.8,1.6,3.4,4,3.584,0.052,6.3,260,6400,0.067,3.394,0.073,470,Urban
광주_광주천,광주천1,2018-04-03,7.7,10.7,1.1,3.6,2.3,2.719,0.046,14.7,260,7400,0.002,2.328,0.037,320,Urban
광주_광주천,광주천1,2018-05-03,7.2,10.3,1.1,4,2.3,4.549,0.067,14.1,273,28000,0.14,4.451,0.087,210,Urban
광주_광주천,광주천1,2018-06-04,7.6,9.1,0.8,3.6,4.3,5.281,0.092,22,416,49000,0.022,4.528,0.091,530,Urban
광주_광주천,광주천1,2018-07-19,7.6,8.1,0.7,4.2,3,0.921,0.075,27.7,221,64000,0.034,0.535,0.055,760,Urban
광주_광주천,광주천1,2018-08-02,7.7,6.6,0.9,3.6,3,1.252,0.117,27.7,240,60000,0.006,0.983,0.109,640,Urban
광주_광주천,광주천1,2018-09-05,7.8,8.4,0.8,3.2,1.7,1.236,0.09,21.2,145,63000,0.053,1.188,0.079,680,Urban
광주_광주천,광주천1,2018-10-10,7.8,9.2,0.9,2,4,1.405,0.051,19.1,148,52000,0.024,0.98,0.044,6200,Urban
광주_광주천,광주천1,2018-11-06,7.4,9.6,0.8,2.8,2,0.832,0.022,16.2,230,11000,0.026,0.614,0.018,5500,Urban
